
[ 55.321401] wil6210-aoa$0,1606487020.155997,04:d6:aa:c1:38:97,2,1,1,0,128,893,335,203,516,937,996,377,158,7,857,404,317,560,483,34,1019,748,475,912,612,756,174,436,61,39,949,498,426,672,602,335,293,84,81,66,72,72,86,59,82,74,75,62,72,67,67,82,66,100,86,77,62,79,82,66,67,73,68,56,69,81,75,71,44
[ 55.352174] wil6210-aoa$0,1606487020.186770,04:d6:aa:c1:38:97,2,1,1,0,128,369,151,674,282,372,785,933,13,65,931,955,538,92,698,512,171,713,459,876,589,720,168,393,77,65,998,10,627,136,453,158,165,78,75,60,66,67,82,56,76,68,70,58,70,63,63,75,62,96,80,75,61,74,78,62,67,68,65,53,66,78,72,67,42
[ 55.373714] wil6210-aoa$0,1606487020.208312,04:d6:aa:c1:38:97,2,1,1,0,128,413,156,600,213,987,1008,409,208,29,894,930,455,134,683,534,187,670,449,302,350,217,20,848,912,491,776,503,426,160,422,96,189,81,81,62,65,68,83,50,76,68,68,55,67,60,60,72,58,91,84,72,52,66,69,56,57,65,56,45,56,70,62,58,33
[ 55.405199] wil6210-aoa$0,1606487020.239796,04:d6:aa:c1:38:97,2,1,1,0,128,1,400,198,474,997,1009,403,189,39,862,943,498,79,658,539,174,786,473,807,559,789,138,442,54,34,972,79,648,744,663,413,408,82,81,64,68,73,87,59,79,72,74,61,72,64,65,77,64,102,89,78,62,78,80,64,68,74,67,52,69,81,75,68,44
[ 55.432563] wil6210-aoa$0,1606487020.267161,04:d6:aa:c1:38:97,2,1,1,0,128,56,433,175,450,980,1002,454,203,70,912,903,500,77,693,503,147,727,464,851,601,744,160,433,118,114,987,47,622,728,656,529,534,81,82,64,68,70,85,56,80,71,72,59,71,63,64,76,61,96,86,76,55,74,77,62,62,68,63,51,64,76,67,66,39
[ 55.459570] wil6210-aoa$0,1606487020.294173,04:d6:aa:c1:38:97,2,1,1,0,128,962,370,203,445,930,979,452,225,45,874,940,492,88,655,597,184,762,496,883,661,770,190,409,67,32,989,33,671,691,662,772,677,80,78,65,70,69,82,58,79,71,71,60,71,63,64,77,64,99,86,78,60,74,77,62,66,70,65,50,67,81,74,67,42
[ 55.482743] wil6210-aoa$0,1606487020.317342,04:d6:aa:c1:38:97,2,1,1,0,128,449,216,639,239,976,25,417,183,985,841,930,506,112,677,498,136,197,272,280,335,241,1017,421,48,53,983,36,608,686,613,826,893,84,81,64,71,72,87,59,79,72,76,62,73,66,67,82,64,102,87,79,64,79,83,66,68,73,68,56,71,84,77,73,46
[ 55.509185] wil6210-aoa$0,1606487020.343788,04:d6:aa:c1:38:97,2,1,1,0,128,457,199,201,482,404,783,880,1006,595,713,869,439,152,672,486,115,237,306,278,365,181,986,433,68,95,1012,40,620,681,612,276,346,80,81,62,67,69,83,56,77,71,72,61,70,65,66,77,63,101,88,76,61,77,79,63,68,73,68,53,68,80,74,68,42
[ 55.538799] wil6210-aoa$0,1606487020.373402,04:d6:aa:c1:38:97,2,1,1,0,128,937,357,174,468,947,996,411,176,58,852,900,453,559,467,938,958,186,261,879,597,735,164,429,74,43,969,9,609,128,406,634,696,84,82,65,70,70,85,58,77,72,70,62,72,63,64,78,63,99,87,77,58,76,79,62,66,72,67,52,68,81,75,70,43
[ 55.563997] wil6210-aoa$0,1606487020.398569,04:d6:aa:c1:38:97,2,1,1,0,128,354,187,158,428,955,1006,473,222,50,885,988,583,86,669,602,234,736,473,907,609,725,143,413,85,66,1009,84,627,688,600,814,877,84,81,66,71,72,86,60,80,75,75,63,77,65,67,81,64,102,87,81,65,81,84,68,72,74,69,56,71,82,76,72,46
[ 55.598498] wil6210-aoa$0,1606487020.433097,04:d6:aa:c1:38:97,2,1,1,0,128,474,198,183,462,918,991,394,136,62,925,955,504,72,653,440,142,721,427,838,579,756,156,888,882,553,806,1014,562,674,591,797,810,80,80,65,67,69,83,55,76,70,70,59,70,62,63,75,61,97,86,76,55,73,75,58,62,68,59,48,64,73,66,61,37
[ 55.625173] wil6210-aoa$0,1606487020.459775,04:d6:aa:c1:38:97,2,1,1,0,128,480,187,662,289,951,1009,407,201,53,905,921,514,102,707,498,167,684,417,920,612,753,180,419,107,105,983,43,630,705,625,407,495,81,82,65,71,70,86,58,80,72,74,63,74,66,67,80,64,100,86,79,62,79,82,67,71,73,68,55,71,82,74,70,43
[ 55.648694] wil6210-aoa$0,1606487020.483296,04:d6:aa:c1:38:97,2,1,1,0,128,1006,403,202,460,975,6,444,198,47,902,929,496,152,748,508,174,746,470,829,578,741,161,448,103,46,985,16,632,722,648,265,241,82,80,64,70,71,84,55,78,73,75,59,72,64,64,78,64,101,85,77,61,77,80,64,71,71,66,55,69,81,74,72,45
